EMPID,AGE,GRADE,Distance_From_Home_KM,TENURE_YRS,Grade_Numeric,Age_Tenure_Factor,Dist_Bin,Status,Resignation_Month_No,Resignation_Month_Name,Grade_Code,ZONE,MAIN_GROUP,Work_Location,Home_Location,Home_State,Office_State,RF_Probability,Regression_Probability,Attrition_Risk_Percentage,Risk_Level,ER manager ID
153340,54,SO,742,1.5,1,140.4,3,Active,,,8,West,Retail Banking Group,Mumbai,Karnataka,Delhi,Karnataka,0,4.66,28.35,Low,8888
257021,27,CM,968,6.5,8,175.5,3,Active,,,3,East,Transaction Banking,Kolkata,Uttar Pradesh,Maharashtra,Uttar Pradesh,0,0.78,36.67,Low,8888
107428,55,AMI,1380,7.8,2,429.0,3,Active,,,1,North,Transaction Banking,New Delhi,Karnataka,Uttar Pradesh,Maharashtra,1,8.37,44.35,Medium,8888
188565,49,MMII,1227,8.9,7,436.1,3,Active,,,7,East,Wholesale Banking,Kolkata,Tamil Nadu,Gujarat,Gujarat,0,1.3,30.04,Low,8888
696092,46,MMI,923,2.9,6,133.4,3,Active,,,6,North,Retail Banking Group,New Delhi,Uttar Pradesh,Telangana,Telangana,0,0.97,33.54,Low,1111
804330,26,AMI,1161,2.9,2,75.39999999999998,3,Active,,,1,West,Retail Banking Group,Mumbai,Maharashtra,Karnataka,Karnataka,0,6.93,49.8,Medium,2222
837513,33,MMII,705,6.8,7,224.4,3,Active,,,7,East,Credit,Kolkata,Delhi,Delhi,Delhi,0,0.88,44.03,Medium,4444
790433,31,SO,1271,1.5,1,201.5,3,Active,,,8,East,Retail Banking Group,Kolkata,Maharashtra,Maharashtra,Maharashtra,0,9.22,48.24,Medium,9999
809339,57,SO,1655,0.8,1,239.4,3,Active,,,8,North,Retail Banking Group,New Delhi,West Bengal,Telangana,Delhi,0,8.66,40.67,Medium,3333
278322,36,ALT,1790,13.8,9,496.8,3,Active,,,0,East,Retail Banking Group,Kolkata,Uttar Pradesh,Karnataka,Telangana,0,1.64,39.89,Low,6666
493755,22,SO,1135,0.2,1,88.0,3,Active,,,8,East,Transaction Banking,Kolkata,Delhi,Telangana,Uttar Pradesh,0,8.4,52.09,Medium,7777
290671,51,DMII,843,4.1,5,209.1,3,Active,,,5,West,Credit,Mumbai,Maharashtra,Maharashtra,Uttar Pradesh,0,1.38,46.83,Medium,8888
930367,48,MMI,1975,2.7,6,129.6,3,Active,,,6,East,Wholesale Banking,Kolkata,Uttar Pradesh,Gujarat,Uttar Pradesh,0,2.2,41.24,Medium,7777
560504,42,SO,194,0.3,1,100.8,2,Active,,,8,South,Credit,Chennai,Uttar Pradesh,West Bengal,Uttar Pradesh,0,3.18,20.63,Low,3333
183427,41,SO,1448,1.6,1,139.4,3,Active,,,8,North,Transaction Banking,New Delhi,Tamil Nadu,Karnataka,Tamil Nadu,0,9.45,35.77,Low,6666
420458,27,AMI,1579,2.6,2,70.2,3,Active,,,1,East,Operations Group,Kolkata,Tamil Nadu,Telangana,Tamil Nadu,0,9.22,24.06,Low,5555
368387,24,DMII,706,7.8,5,187.2,3,Active,,,5,North,Retail Banking Group,New Delhi,Delhi,Delhi,Telangana,0,2.32,36.54,Low,4444
916288,30,MMII,1066,8.7,7,261.0,3,Active,,,7,North,Operations Group,New Delhi,West Bengal,Uttar Pradesh,Delhi,0,1.43,28.47,Low,1111
848674,36,CM,185,6.0,8,216.0,2,Active,,,3,North,Retail Banking Group,New Delhi,Tamil Nadu,Delhi,Karnataka,0,0.35,6.08,Low,7777
312231,30,MMI,1010,6.2,6,186.0,3,Active,,,6,East,Retail Banking Group,Kolkata,Tamil Nadu,Telangana,Gujarat,0,1.65,47.43,Medium,8888
970049,48,ALT,766,10.2,9,489.6,3,Active,,,0,East,Transaction Banking,Kolkata,West Bengal,Tamil Nadu,Telangana,0,0.46,30.22,Low,2222
761173,44,AMI,1241,7.2,2,316.8,3,Active,,,1,North,Transaction Banking,New Delhi,Maharashtra,Telangana,Tamil Nadu,0,8.19,54.9,Medium,7777
605734,24,SO,1708,1.5,1,182.4,3,Active,,,8,South,Transaction Banking,Chennai,Tamil Nadu,Delhi,West Bengal,0,13.76,29.01,Low,6666
480327,55,AMI,377,6.5,2,357.5,3,Active,,,1,North,Retail Banking Group,New Delhi,Karnataka,Tamil Nadu,Uttar Pradesh,0,3.46,14.84,Low,5555
517678,23,AMII,1047,3.1,3,71.3,3,Active,,,2,South,Operations Group,Chennai,Gujarat,Tamil Nadu,Uttar Pradesh,0,4.6,55.65,Medium,4444
297472,34,AMII,1297,7.2,3,244.8,3,Active,,,2,North,Transaction Banking,New Delhi,Gujarat,West Bengal,Gujarat,74,6.68,79.11,High,2222
146694,25,DMI,1356,6.6,4,165.0,3,Active,,,4,West,Wholesale Banking,Mumbai,Tamil Nadu,Delhi,Gujarat,0,5.14,23.46,Low,6666
680511,31,MMI,690,2.8,6,86.8,3,Active,,,6,North,Transaction Banking,New Delhi,Maharashtra,Delhi,Telangana,0,0.96,50.7,Medium,5555
328330,43,MMII,226,9.1,7,391.3,3,Active,,,7,North,Credit,New Delhi,Uttar Pradesh,Delhi,Maharashtra,0,0.63,18.43,Low,2222
827437,56,DMI,153,1.8,4,100.8,2,Active,,,4,East,Operations Group,Kolkata,Maharashtra,Delhi,Gujarat,0,0.91,24.27,Low,7777
932019,37,MMII,1036,5.5,7,203.5,3,Active,,,7,South,Retail Banking Group,Chennai,Delhi,Uttar Pradesh,Tamil Nadu,0,0.99,49.36,Medium,6666
505922,28,ALT,1417,13.9,9,389.2,3,Active,,,0,West,Retail Banking Group,Mumbai,Karnataka,Tamil Nadu,Uttar Pradesh,0,1.35,21.66,Low,9999
931421,47,CM,1420,8.6,8,404.2,3,Active,,,3,South,Retail Banking Group,Chennai,Maharashtra,Telangana,Uttar Pradesh,0,1.03,28.6,Low,5555
412763,51,AMI,1082,6.6,2,336.6,3,Active,,,1,West,Operations Group,Mumbai,West Bengal,Maharashtra,Delhi,0,6.38,58.75,Medium,9999
113972,55,MMI,1325,1.9,6,104.5,3,Active,,,6,North,Retail Banking Group,New Delhi,Karnataka,West Bengal,Gujarat,0,1.11,53.22,Medium,9999
352292,52,MMII,1910,9.3,7,483.6,3,Active,,,7,East,Retail Banking Group,Kolkata,Gujarat,Tamil Nadu,Tamil Nadu,0,2.26,23.8,Low,1111
887497,31,AMII,1088,4.1,3,127.1,3,Active,,,2,East,Wholesale Banking,Kolkata,Karnataka,Maharashtra,Karnataka,76,4.65,73.86,High,5555
938070,42,SO,868,1.2,1,281.4,3,Active,,,8,South,Retail Banking Group,Chennai,West Bengal,West Bengal,Telangana,0,5.81,28.61,Low,9999
677908,37,MMI,1673,6.6,6,244.2,3,Active,,,6,East,Retail Banking Group,Kolkata,Tamil Nadu,Uttar Pradesh,Maharashtra,0,2.67,41.55,Medium,7777
284530,45,MMI,363,5.6,6,252.0,3,Active,,,6,South,Retail Banking Group,Chennai,West Bengal,Uttar Pradesh,Gujarat,0,0.77,17.36,Low,6666
638202,41,MMII,1856,9.9,7,405.9,3,Active,,,7,South,Credit,Chennai,West Bengal,Maharashtra,West Bengal,0,2.6,39.72,Low,6666
204097,33,AMII,1798,1.1,3,36.3,3,Active,,,2,West,Retail Banking Group,Mumbai,Tamil Nadu,Gujarat,Karnataka,11,6.32,69.75,Medium,7777
972940,47,MMII,1940,9.2,7,432.4,3,Active,,,7,South,Retail Banking Group,Chennai,Tamil Nadu,Karnataka,Karnataka,0,2.44,28.51,Low,1111
294820,44,CM,867,7.0,8,308.0,3,Active,,,3,West,Retail Banking Group,Mumbai,Tamil Nadu,Karnataka,Delhi,0,0.6,44.42,Medium,4444
801472,23,MMI,1673,0.1,6,2.3,3,Active,,,6,East,Retail Banking Group,Kolkata,Tamil Nadu,Uttar Pradesh,Maharashtra,0,1.92,44.75,Medium,1111
230897,45,SO,1921,0.4,1,18.0,3,Active,,,8,South,Transaction Banking,Chennai,Tamil Nadu,Karnataka,Gujarat,0,11.78,52.12,Medium,6666
982599,51,SO,587,1.0,1,219.3,3,Active,,,8,South,Operations Group,Chennai,West Bengal,West Bengal,West Bengal,0,4.11,30.6,Low,4444
820044,35,AMII,1385,7.5,3,262.5,3,Active,,,2,North,Retail Banking Group,New Delhi,Delhi,Karnataka,Tamil Nadu,3,7.22,57.31,Medium,1111
174419,53,ALT,1041,10.8,9,572.4000000000001,3,Active,,,0,South,Retail Banking Group,Chennai,Delhi,Maharashtra,West Bengal,0,0.56,49.91,Medium,9999
873553,48,DMI,714,5.4,4,259.2,3,Active,,,4,South,Retail Banking Group,Chennai,Maharashtra,Gujarat,Karnataka,0,2.11,43.48,Medium,4444
790650,41,AMII,1778,0.3,3,12.3,3,Active,,,2,North,Transaction Banking,New Delhi,Delhi,Maharashtra,Telangana,3,5.32,57.27,Medium,6666
590028,43,CM,264,6.0,8,258.0,3,Active,,,3,North,Retail Banking Group,New Delhi,Gujarat,West Bengal,Karnataka,0,0.34,16.89,Low,7777
562063,27,AMII,1661,2.8,3,75.6,3,Active,,,2,East,Operations Group,Kolkata,Delhi,Karnataka,Gujarat,20,6.93,57.23,Medium,8888
502268,56,MMI,1858,0.2,6,11.2,3,Active,,,6,South,Credit,Chennai,West Bengal,Telangana,Uttar Pradesh,0,1.48,31.06,Low,9999
785742,41,AMII,1412,3.5,3,143.5,3,Active,,,2,East,Retail Banking Group,Kolkata,Tamil Nadu,West Bengal,Telangana,73,5.08,70.07,High,9999
852816,45,AMI,1744,5.8,2,261.0,3,Active,,,1,East,Retail Banking Group,Kolkata,Tamil Nadu,Gujarat,Gujarat,0,10.68,47.12,Medium,8888
636213,22,CM,1678,6.2,8,136.4,3,Active,,,3,North,Operations Group,New Delhi,Uttar Pradesh,Gujarat,West Bengal,0,1.45,31.27,Low,3333
890069,25,AMI,1335,4.3,2,107.5,3,Active,,,1,West,Retail Banking Group,Mumbai,Uttar Pradesh,Maharashtra,Maharashtra,0,8.88,38.5,Low,2222
974773,33,AMI,1298,6.7,2,221.1,3,Active,,,1,East,Operations Group,Kolkata,Uttar Pradesh,Tamil Nadu,Uttar Pradesh,0,9.37,28.45,Low,5555
979260,42,AMII,1244,2.8,3,117.6,3,Active,,,2,West,Retail Banking Group,Mumbai,West Bengal,Tamil Nadu,Maharashtra,24,4.17,57.58,Medium,1111
813888,44,AMII,183,1.5,3,66.0,2,Active,,,2,South,Retail Banking Group,Chennai,Gujarat,Karnataka,Gujarat,1,1.56,52.23,Medium,3333
979066,44,AMII,254,2.7,3,118.8,3,Active,,,2,North,Operations Group,New Delhi,Delhi,Delhi,West Bengal,0,1.82,32.78,Low,1111
754022,52,AMII,978,5.7,3,296.4,3,Active,,,2,South,Operations Group,Chennai,West Bengal,Tamil Nadu,Delhi,7,3.73,48.59,Medium,3333
624185,22,MMI,99,0.3,6,6.6,2,Active,,,6,South,Retail Banking Group,Chennai,Maharashtra,Gujarat,Karnataka,0,0.54,30.79,Low,4444
338462,23,SO,1684,1.1,1,165.6,3,Active,,,8,North,Wholesale Banking,New Delhi,Tamil Nadu,Uttar Pradesh,Maharashtra,0,13.3,32.77,Low,7777
209294,56,MMII,1775,6.5,7,364.0,3,Active,,,7,South,Retail Banking Group,Chennai,Uttar Pradesh,Delhi,Uttar Pradesh,0,1.54,31.55,Low,5555
502833,26,AMI,1745,4.8,2,124.8,3,Active,,,1,North,Credit,New Delhi,Karnataka,Maharashtra,Uttar Pradesh,0,12.34,40.51,Medium,5555
761009,49,MMI,673,7.9,6,387.1,3,Active,,,6,West,Retail Banking Group,Mumbai,Maharashtra,Tamil Nadu,West Bengal,0,1.13,34.44,Low,1111
655222,35,DMI,524,1.2,4,42.0,3,Active,,,4,South,Credit,Chennai,Uttar Pradesh,Delhi,Uttar Pradesh,0,1.53,28.72,Low,8888
533748,40,MMII,1909,8.5,7,340.0,3,Active,,,7,North,Retail Banking Group,New Delhi,Gujarat,Tamil Nadu,Tamil Nadu,0,2.46,26.05,Low,4444
569866,24,DMII,595,1.0,5,24.0,3,Active,,,5,East,Retail Banking Group,Kolkata,Maharashtra,Gujarat,Delhi,0,1.24,29.77,Low,5555
846797,46,SO,80,0.2,1,308.2,2,Active,,,8,South,Retail Banking Group,Chennai,West Bengal,Delhi,Uttar Pradesh,0,2.74,9.72,Low,2222
325889,23,ALT,1923,14.6,9,335.8,3,Active,,,0,West,Transaction Banking,Mumbai,Delhi,West Bengal,Tamil Nadu,0,2.29,31.88,Low,1111
638996,43,DMI,1666,0.7,4,30.1,3,Active,,,4,North,Credit,New Delhi,Tamil Nadu,Maharashtra,West Bengal,0,3.36,38.69,Low,9999
354291,40,AMI,285,2.2,2,88.0,3,Active,,,1,South,Retail Banking Group,Chennai,Gujarat,Gujarat,Tamil Nadu,0,2.77,24.82,Low,2222
462783,54,CM,235,7.8,8,421.2,3,Active,,,3,South,Credit,Chennai,Gujarat,Telangana,Uttar Pradesh,0,0.33,16.0,Low,6666
408700,47,ALT,549,11.1,9,521.6999999999999,3,Active,,,0,South,Transaction Banking,Chennai,Karnataka,West Bengal,West Bengal,0,0.42,42.12,Medium,1111
276888,24,MMI,718,0.7,6,16.8,3,Active,,,6,West,Retail Banking Group,Mumbai,Maharashtra,Uttar Pradesh,Uttar Pradesh,0,0.91,56.92,Medium,1111
947130,26,MMII,632,7.3,7,189.8,3,Active,,,7,North,Retail Banking Group,New Delhi,Karnataka,Gujarat,Uttar Pradesh,0,0.94,28.8,Low,9999
601822,30,MMII,1410,9.9,7,297.0,3,Active,,,7,East,Transaction Banking,Kolkata,Delhi,Gujarat,Maharashtra,0,2.07,39.0,Low,4444
941939,50,AMII,1793,3.1,3,155.0,3,Active,,,2,East,Retail Banking Group,Kolkata,Uttar Pradesh,Tamil Nadu,Uttar Pradesh,21,5.97,62.54,Medium,9999
245881,41,AMI,124,3.8,2,155.8,2,Active,,,1,East,Credit,Kolkata,Delhi,Gujarat,Maharashtra,0,2.72,33.62,Low,5555
795647,34,DMII,1513,7.5,5,255.0,3,Active,,,5,North,Credit,New Delhi,Uttar Pradesh,Uttar Pradesh,West Bengal,0,3.83,49.11,Medium,7777
477471,26,DMII,903,6.0,5,156.0,3,Active,,,5,East,Retail Banking Group,Kolkata,Karnataka,Tamil Nadu,Delhi,1,2.3,56.83,Medium,1111
739660,50,SO,1778,0.2,1,170.0,3,Active,,,8,West,Retail Banking Group,Mumbai,Tamil Nadu,Tamil Nadu,Karnataka,0,9.87,22.97,Low,6666
722049,52,AMII,977,4.9,3,254.8,3,Active,,,2,North,Operations Group,New Delhi,Delhi,Maharashtra,Gujarat,2,3.5,51.15,Medium,8888
265526,39,AMII,135,7.1,3,276.9,2,Active,,,2,South,Retail Banking Group,Chennai,Karnataka,Uttar Pradesh,West Bengal,1,2.48,42.28,Medium,1111
911767,30,CM,637,7.1,8,213.0,3,Active,,,3,West,Operations Group,Mumbai,Maharashtra,Karnataka,Telangana,0,0.6,29.65,Low,9999
562822,56,MMII,458,6.1,7,341.6,3,Active,,,7,South,Wholesale Banking,Chennai,Karnataka,West Bengal,West Bengal,0,0.51,35.95,Low,3333
811877,27,DMII,7,5.6,5,151.2,1,Active,,,5,East,Retail Banking Group,Kolkata,Karnataka,Delhi,Gujarat,3,1.06,9.61,Low,1111
965799,40,MMI,991,4.0,6,160.0,3,Active,,,6,West,Operations Group,Mumbai,West Bengal,Karnataka,Delhi,0,1.2,45.3,Medium,1111
230889,49,DMI,1078,2.5,4,122.5,3,Active,,,4,North,Credit,New Delhi,Delhi,Karnataka,Maharashtra,0,2.23,24.29,Low,6666
748025,37,MMII,896,6.7,7,247.9,3,Active,,,7,West,Transaction Banking,Mumbai,Tamil Nadu,West Bengal,Uttar Pradesh,0,0.97,47.1,Medium,6666
568052,26,ALT,184,13.5,9,351.0,2,Active,,,0,South,Retail Banking Group,Chennai,Tamil Nadu,Uttar Pradesh,Telangana,0,0.49,25.56,Low,1111
299220,50,SO,793,0.4,1,165.0,3,Active,,,8,North,Wholesale Banking,New Delhi,West Bengal,Maharashtra,Karnataka,0,4.68,50.65,Medium,3333
787403,27,AMI,312,6.0,2,162.0,3,Active,,,1,West,Retail Banking Group,Mumbai,Uttar Pradesh,Uttar Pradesh,Maharashtra,0,4.45,15.31,Low,7777
125241,54,AMI,1895,7.8,2,421.2,3,Active,,,1,West,Credit,Mumbai,Gujarat,West Bengal,Telangana,0,12.42,41.5,Medium,3333
736030,37,SO,1503,0.7,1,270.1,3,Active,,,8,West,Wholesale Banking,Mumbai,Uttar Pradesh,Telangana,Karnataka,0,9.67,46.74,Medium,3333
342498,54,CM,1147,6.4,8,345.6,3,Active,,,3,West,Retail Banking Group,Mumbai,Tamil Nadu,West Bengal,West Bengal,0,0.63,28.08,Low,3333
761794,46,CM,1491,5.8,8,266.8,3,Active,,,3,North,Operations Group,New Delhi,Karnataka,Karnataka,Tamil Nadu,0,0.89,40.36,Medium,7777
809717,54,ALT,1540,14.8,9,799.2,3,Active,,,0,South,Retail Banking Group,Chennai,West Bengal,Gujarat,Karnataka,0,1.15,35.71,Low,4444
148005,24,AMII,1907,5.3,3,127.2,3,Active,,,2,West,Retail Banking Group,Mumbai,Maharashtra,Gujarat,Uttar Pradesh,23,10.38,53.78,Medium,4444
835587,45,SO,499,0.8,1,319.5,3,Active,,,8,North,Transaction Banking,New Delhi,Delhi,Delhi,Gujarat,0,4.06,21.95,Low,3333
193849,32,MMI,54,6.8,6,217.6,2,Active,,,6,South,Retail Banking Group,Chennai,Delhi,West Bengal,Tamil Nadu,0,0.77,23.4,Low,9999
385496,55,SO,974,1.6,1,407.0,3,Active,,,8,West,Operations Group,Mumbai,Delhi,Delhi,Delhi,0,5.56,48.5,Medium,2222
854593,39,MMII,1572,6.9,7,269.1,3,Active,,,7,South,Operations Group,Chennai,Karnataka,Uttar Pradesh,Tamil Nadu,0,1.67,50.53,Medium,4444
554547,32,AMII,994,0.5,3,16.0,3,Active,,,2,South,Retail Banking Group,Chennai,Maharashtra,Tamil Nadu,Karnataka,9,3.23,53.31,Medium,8888
189859,44,AMI,153,3.6,2,158.4,2,Active,,,1,North,Retail Banking Group,New Delhi,West Bengal,Karnataka,Delhi,0,2.64,20.62,Low,6666
300806,44,MMI,1639,0.3,6,13.2,3,Active,,,6,South,Retail Banking Group,Chennai,West Bengal,Uttar Pradesh,West Bengal,0,1.45,31.12,Low,7777
663333,44,AMI,992,0.3,2,13.2,3,Active,,,1,North,Wholesale Banking,New Delhi,Delhi,Gujarat,Maharashtra,0,4.01,56.53,Medium,7777
814112,34,MMI,361,5.3,6,180.2,3,Active,,,6,West,Retail Banking Group,Mumbai,Maharashtra,Karnataka,Tamil Nadu,0,0.86,33.11,Low,2222
746040,46,AMI,219,3.1,2,142.6,3,Active,,,1,South,Retail Banking Group,Chennai,Maharashtra,Uttar Pradesh,West Bengal,0,2.61,30.38,Low,4444
330300,35,MMI,21,4.4,6,154.0,1,Active,,,6,South,Retail Banking Group,Chennai,Maharashtra,Karnataka,West Bengal,0,0.6,22.51,Low,6666
197586,36,MMI,526,7.5,6,270.0,3,Active,,,6,East,Transaction Banking,Kolkata,Tamil Nadu,Gujarat,Karnataka,0,1.14,50.74,Medium,3333
438036,56,DMII,1308,4.1,5,229.6,3,Active,,,5,West,Retail Banking Group,Mumbai,Tamil Nadu,Uttar Pradesh,Gujarat,0,1.9,42.7,Medium,9999
631080,33,CM,1610,9.4,8,310.2,3,Active,,,3,West,Operations Group,Mumbai,Delhi,Tamil Nadu,Telangana,0,1.53,41.38,Medium,4444
372597,52,AMI,1139,3.1,2,161.2,3,Active,,,1,East,Operations Group,Kolkata,Maharashtra,Uttar Pradesh,Karnataka,0,5.06,27.62,Low,2222
666970,31,AMII,1386,5.3,3,164.3,3,Active,,,2,East,Retail Banking Group,Kolkata,Gujarat,Telangana,Karnataka,13,6.43,50.76,Medium,6666
485595,57,DMI,353,6.0,4,342.0,3,Active,,,4,North,Retail Banking Group,New Delhi,Maharashtra,Karnataka,Karnataka,0,1.47,11.5,Low,1111
400218,36,CM,1464,9.3,8,334.8,3,Active,,,3,North,Retail Banking Group,New Delhi,West Bengal,Telangana,Maharashtra,0,1.3,48.65,Medium,6666
400107,36,CM,1949,9.5,8,342.0,3,Active,,,3,South,Transaction Banking,Chennai,West Bengal,Delhi,Maharashtra,0,1.96,39.35,Low,1111
949659,40,AMII,722,5.3,3,212.0,3,Active,,,2,South,Retail Banking Group,Chennai,Delhi,Telangana,Telangana,4,3.41,67.4,Medium,8888
808795,30,MMI,1660,3.2,6,96.0,3,Active,,,6,South,Retail Banking Group,Chennai,Gujarat,Uttar Pradesh,Delhi,0,2.21,52.51,Medium,5555
300205,53,DMI,759,4.6,4,243.8,3,Active,,,4,South,Retail Banking Group,Chennai,Maharashtra,Uttar Pradesh,Karnataka,0,1.93,55.64,Medium,6666
929912,31,AMII,256,7.1,3,220.1,3,Active,,,2,North,Wholesale Banking,New Delhi,Uttar Pradesh,Telangana,Delhi,0,3.01,47.93,Medium,2222
567942,53,MMI,573,6.9,6,365.7,3,Active,,,6,West,Retail Banking Group,Mumbai,Gujarat,Delhi,West Bengal,0,0.91,35.5,Low,2222
412296,38,MMI,149,2.5,6,95.0,2,Active,,,6,South,Operations Group,Chennai,Delhi,Uttar Pradesh,Maharashtra,0,0.55,24.87,Low,9999
319881,54,DMII,1398,2.0,5,108.0,3,Active,,,5,West,Retail Banking Group,Mumbai,West Bengal,Maharashtra,Maharashtra,0,1.78,51.19,Medium,3333
933726,52,CM,1899,9.7,8,504.4,3,Active,,,3,South,Credit,Chennai,Uttar Pradesh,Gujarat,West Bengal,0,1.57,48.87,Medium,6666
752666,35,DMII,611,3.3,5,115.5,3,Active,,,5,East,Wholesale Banking,Kolkata,West Bengal,Karnataka,Uttar Pradesh,0,1.31,50.7,Medium,5555
562646,48,DMII,319,3.9,5,187.2,3,Active,,,5,South,Wholesale Banking,Chennai,Tamil Nadu,Telangana,Karnataka,0,0.92,20.95,Low,4444
783259,32,MMI,1048,0.9,6,28.8,3,Active,,,6,South,Credit,Chennai,Delhi,Maharashtra,Gujarat,0,1.09,23.58,Low,2222
515375,57,MMII,394,8.1,7,461.7,3,Active,,,7,South,Retail Banking Group,Chennai,Delhi,Telangana,Maharashtra,0,0.56,39.7,Low,8888
566514,30,DMI,1398,6.9,4,207.0,3,Active,,,4,North,Retail Banking Group,New Delhi,Maharashtra,Tamil Nadu,West Bengal,1,5.11,47.38,Medium,7777
614018,43,MMII,1509,8.7,7,374.1,3,Active,,,7,East,Wholesale Banking,Kolkata,Maharashtra,Tamil Nadu,Karnataka,0,1.74,23.52,Low,2222
363962,38,AMII,283,5.2,3,197.6,3,Active,,,2,South,Operations Group,Chennai,Tamil Nadu,Karnataka,Maharashtra,0,2.44,37.5,Low,6666
619838,33,MMI,1515,5.1,6,168.3,3,Active,,,6,South,Retail Banking Group,Chennai,Uttar Pradesh,Karnataka,Gujarat,0,2.2,35.11,Low,8888
444999,40,DMII,713,0.3,5,12.0,3,Active,,,5,West,Retail Banking Group,Mumbai,Karnataka,Telangana,Delhi,0,1.06,52.7,Medium,7777
951447,55,AMII,1403,1.4,3,77.0,3,Active,,,2,East,Retail Banking Group,Kolkata,Gujarat,Uttar Pradesh,Tamil Nadu,70,3.63,74.58,High,1111
489873,34,AMII,621,7.6,3,258.4,3,Active,,,2,South,Retail Banking Group,Chennai,Karnataka,West Bengal,Delhi,3,4.04,68.04,Medium,5555
605135,25,AMII,1494,6.4,3,160.0,3,Active,,,2,West,Retail Banking Group,Mumbai,Karnataka,Delhi,Karnataka,75,8.14,70.35,High,2222
164750,23,CM,523,6.1,8,140.3,3,Active,,,3,West,Retail Banking Group,Mumbai,Delhi,Gujarat,Delhi,0,0.55,47.19,Medium,6666
793850,42,AMI,495,7.3,2,306.6,3,Active,,,1,North,Retail Banking Group,New Delhi,Gujarat,Uttar Pradesh,Karnataka,0,4.73,7.25,Low,7777
815985,49,AMII,1244,6.9,3,338.1,3,Active,,,2,West,Retail Banking Group,Mumbai,Delhi,Gujarat,Delhi,74,5.23,75.53,High,7777
919311,30,SO,643,0.2,1,6.0,3,Active,,,8,South,Retail Banking Group,Chennai,Gujarat,Tamil Nadu,Telangana,0,5.22,38.37,Low,3333
252934,48,ALT,1746,11.5,9,552.0,3,Active,,,0,North,Retail Banking Group,New Delhi,West Bengal,West Bengal,Delhi,0,1.14,21.14,Low,7777
492218,38,AMII,1091,6.4,3,243.2,3,Active,,,2,North,Retail Banking Group,New Delhi,Delhi,Tamil Nadu,Tamil Nadu,6,5.1,55.66,Medium,5555
321557,49,AMI,515,1.6,2,78.4,3,Active,,,1,South,Transaction Banking,Chennai,Delhi,Tamil Nadu,Delhi,0,2.85,49.2,Medium,8888
179660,33,DMI,1223,0.6,4,19.8,3,Active,,,4,East,Retail Banking Group,Kolkata,Delhi,Karnataka,Delhi,0,2.64,44.33,Medium,8888
405902,31,CM,786,9.4,8,291.4,3,Active,,,3,West,Wholesale Banking,Mumbai,Uttar Pradesh,Karnataka,Tamil Nadu,0,0.8,40.0,Medium,7777
655457,41,MMII,131,5.9,7,241.9,2,Active,,,7,North,Operations Group,New Delhi,Tamil Nadu,Telangana,West Bengal,0,0.46,39.81,Low,6666
533520,35,SO,1954,1.9,1,182.0,3,Active,,,8,East,Operations Group,Kolkata,Delhi,Telangana,Maharashtra,0,14.94,51.28,Medium,2222
584252,39,MMII,343,6.7,7,261.3,3,Active,,,7,South,Retail Banking Group,Chennai,Maharashtra,Uttar Pradesh,Maharashtra,0,0.6,22.87,Low,6666
934644,54,AMI,288,7.1,2,383.4,3,Active,,,1,West,Credit,Mumbai,Maharashtra,West Bengal,Maharashtra,0,3.41,19.44,Low,9999
412185,47,DMII,821,1.2,5,56.4,3,Active,,,5,West,Transaction Banking,Mumbai,Gujarat,Karnataka,Delhi,0,1.14,39.89,Low,2222
373289,28,DMII,164,0.9,5,25.2,2,Active,,,5,North,Wholesale Banking,New Delhi,West Bengal,Maharashtra,Karnataka,3,0.82,31.31,Low,1111
979189,41,CM,1748,7.7,8,315.7,3,Active,,,3,West,Retail Banking Group,Mumbai,Tamil Nadu,West Bengal,Uttar Pradesh,0,1.36,34.76,Low,5555
972273,29,MMII,1620,6.6,7,191.4,3,Active,,,7,West,Credit,Mumbai,Uttar Pradesh,Delhi,Telangana,0,1.92,23.63,Low,6666
753628,40,MMI,763,2.0,6,80.0,3,Active,,,6,West,Retail Banking Group,Mumbai,Gujarat,Karnataka,Delhi,0,0.85,23.9,Low,3333
233464,28,AMI,239,2.1,2,58.8,3,Active,,,1,West,Retail Banking Group,Mumbai,Maharashtra,Gujarat,Delhi,0,3.07,23.4,Low,8888
762006,48,SO,1751,1.1,1,288.0,3,Active,,,8,South,Transaction Banking,Chennai,Tamil Nadu,Maharashtra,Maharashtra,0,10.55,46.11,Medium,7777
909651,51,DMI,291,4.0,4,204.0,3,Active,,,4,East,Retail Banking Group,Kolkata,Tamil Nadu,Maharashtra,Maharashtra,0,1.29,33.39,Low,2222
742202,36,AMI,1904,0.8,2,28.8,3,Active,,,1,South,Retail Banking Group,Chennai,West Bengal,Delhi,Maharashtra,0,9.31,32.41,Low,7777
810638,55,CM,1764,5.6,8,308.0,3,Active,,,3,South,Retail Banking Group,Chennai,Tamil Nadu,Delhi,Uttar Pradesh,0,0.98,25.07,Low,1111
396916,38,DMII,182,3.0,5,114.0,2,Active,,,5,North,Operations Group,New Delhi,Delhi,Maharashtra,Telangana,0,0.87,38.28,Low,9999
868457,45,SO,101,1.4,1,99.0,2,Active,,,8,West,Operations Group,Mumbai,Tamil Nadu,Tamil Nadu,Karnataka,0,3.09,34.68,Low,7777
